"ID","Drone","Day","Mo","Year","City_original","State","Country","Location.new","Geocluster","Latitude","Longitude","Collector","Varroa","Other_obs","Weather","Beekeeper","PRCP","TMAX","TMIN"
"6151","",18,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,D.GARCIA",NA,"SITE-STA ANA NWR #3, HIDALGO CO, NO QUEEN FOUND, P SAMPLE, 3 DRONES IN -80. CELL SIZES FROM SAME COMB, NO HONEY,NO BROOD","36C,30% CLOUDS,10MPH","BORDER TRAPLINE",0,94,65
"6152","",18,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,D.GARCIA",NA,"SITE-STA ANA NWR #4, HIDALGO CO, P,H SAMPLES.","36C,0% CLOUDS,3-5MPH","BORDER TRAPLINE",0,94,65
"6150_A","",18,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,D.GARCIA",NA,"SITE-STA ANA NWR #2, HIDALGO CO, NO QUEEN FOUND, P,H SAMPLES, 12 DRONES IN -80.","30C,50% CLOUDS,10MPH","BORDER TRAPLINE",0,94,65
"6153_A","",18,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,D.GARCIA",NA,"SITE-STA ANA NWR #5, HIDALGO CO, 20 DRONES AT -80,P,H SAMPLES.","36C,0% CLOUDS,3-5MPH","BORDER TRAPLINE",0,94,65
"6154","",19,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,N.GONZALES",NA,"SITE-STA ANA NWR #6, HIDALGO CO, P,H SAMPLES EXPOSED COLONY.","25C, 40% CLOUDS,3-5MPH WIND","BORDER TRAPLINE",0,92,62
"6155","",19,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,N.GONZALES",NA,"SITE-STA ANA NWR #7, HIDALGO CO, P,H SAMPLES.","29C, 40% CLOUDS,3-5MPH WIND","BORDER TRAPLINE",0,92,62
"6156","",19,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,N.GONZALES",NA,"SITE-STA ANA NWR #7, HIDALGO CO, P,H SAMPLES.","29C, 40% CLOUDS,3-5MPH WIND","BORDER TRAPLINE",0,92,62
"6157_A","",19,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,N.GONZALES",NA,"SITE-STA ANA NWR #10, HIDALGO CO, P SAMPLE, NO HONEY.","32C, 40% CLOUDS,3-5MPH WIND","BORDER TRAPLINE",0,92,62
"6157_B","",19,3,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS,A.BENSON,N.GONZALES",NA,"SITE-STA ANA NWR #10, HIDALGO CO, P SAMPLE, NO HONEY.","32C, 40% CLOUDS,3-5MPH WIND","BORDER TRAPLINE",0,92,62
"6162","",15,4,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS, D.GARCIA","YES","SITE STA ANA NWR #2, P,H SAMPLES, varroa FOUND ON BAG","28C, 10% CLOUDS, 5MPH WIND","BORDER TRAPLINE",0,85,66
"6168_A","",16,4,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"A.CAVASOS, D.GARCIA",NA,"SITE STA ANA NWR #10,20 DRONES AT -80C,P,H SAMPLES, 3RD GENERATION EGG STAGE, SMALL BEES","28C,80% CLOUDS, 5MPH WIND","BORDER TRAPLINE",0,87,71
"6178","",19,5,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"E.A.SUGDEN, A.S.BENSON",NA,"SITE: SANTA ANA NWR #1, P,H SAMPLES","28C, 30% CLOUDS, 0MPH WIND","BORDER TRAPLINE",0,87,68
"6179","",19,5,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"E.A.SUGDEN, A.S.BENSON","YES","SITE: SANTA ANA NWR #2, 2 ETOH,P,H SAMPLES, varroa, 1 QUEEN CELL,EXTERIOR COLONY, ONE SMALL COMB INSIDE, ABOUT 1/2 OF BROOD COMB HAS 3RD GENERATION LARVAE/EGGS, PROLIFIC QUEEN","28C, 30% CLOUDS, 0MPH WIND","BORDER TRAPLINE",0,87,68
"1809","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"0.30KG, NO ZANG, ENJ ENTERO",NA,"TRAPLINE",0,91,75
"1811","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"0.65KG, MUES. DE ENJ PARCIAL, MUCHA MIEL, POCO POLEN, NO ZANG",NA,"TRAPLINE",0,91,75
"1812","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"0.65KG, NO ZANGANOS, MUESTRA DE ENJ ENTERO",NA,"TRAPLINE",0,91,75
"1813","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"MUESTRA DE ENJ ENTERO, BASTANTE MIEL, POCO POLEN",NA,"TRAPLINE",0,91,75
"1814","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"0.70KG, MUESTRA DE ENJ PARCIAL, NO ZANGANOS, POCA MIEL, BASTANTE POLEN",NA,"TRAPLINE",0,91,75
"1815","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"0.45KG, ENJ PEQUENO, NO ZANGANOS, MUESTRA DE ENJAMBRE PARCIAL",NA,"TRAPLINE",0,91,75
"1816","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"1.6KG?, MUESTRA DE ENJ PARCIAL",NA,"TRAPLINE",0,91,75
"1817","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"ENJ MUY PEQUENA, NIDO DE ARDILLAS Y RATAS, 3 ARDILLITAS",NA,"TRAPLINE",0,91,75
"1818","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"ENJ PEQUENO, SIN ZANGANO, NIDO DE RATA",NA,"TRAPLINE",0,91,75
"1819","",17,7,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.25KG, NO MIEL POLEN ZANG","MEDIO NUBLADO","TRAPLINE",0,95,69
"1810_B","",17,7,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"0.17KG, ENJ PEQUENO, MUCHA MIEL, POCO POLEN, MUEST DE ENJ ENTERO",NA,"TRAPLINE",0,91,75
"1826","",13,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.55KG, HAY MIEL Y POLEN, NO ZANGANOS","DESPEJADO","TRAPLINE",0,100,70
"1827","",13,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.650KG, MIEL Y POLEN, PANALES CAIDOS","DESPEJADO","TRAPLINE",0,100,70
"1830","",13,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.00KG, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,100,70
"1904","",13,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"TRASIEGO #16, LAS REINAS SE ENJAULERON PARA DESPUES CONGELADAS","DESPEJADO","TRAPLINE",0,100,70
"2099","",13,8,1991,"CD VICTORIA","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR,AFG",NA,"EJIDO LOS OLIVOS, SWARMS OR FERALS IN APIARY","-1","NONE",0,100,70
"1829_B","",13,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.52KG, MIEL Y POLEN, HAY ZANGANOS","DESPEJADO","TRAPLINE",0,100,70
"1834","",14,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.650KG, POCA MIEL Y POLEN, NO ZANGANOS","DESPEJADO","TRAPLINE",0,98,69
"1835","",14,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.450KG, HAY POLEN, NO HAY MIEL, ENJAMBRE POR FUERA, NO ZANGANOS","DESPEJADO","TRAPLINE",0,98,69
"1836","",14,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.050KG, POCA MIEL Y POLEN, NO ZANGANOS","DESPEJADO","TRAPLINE",0,98,69
"1838","",14,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.600KG, MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,98,69
"1840","",14,8,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM,MDR",NA,"0.700KG, MIEL Y POLEN, NO ZANG","DESPEJADO CON VIENTO","TRAPLINE",0,95,73
"1843","",14,8,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM,MDR",NA,"1.300KG, MIEL Y POLEN, CELD ZANG","DESPEJADO CON VIENTO","TRAPLINE",0,95,73
"1844","",14,8,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM,MDR",NA,"0.600KG, MIEL Y POLEN, NO ZANG, ENJ PARCIAL","SOLEADO","TRAPLINE",0,95,73
"1845","",14,8,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM,MDR",NA,"1.00KG, MIEL Y POLEN, NO ZANG, PANALES CAIDOS, ENJ PARCIAL","SOLEADO","TRAPLINE",0,95,73
"1847","",14,8,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM,MDR",NA,"2.100KG, HAY ZANG, ENJ POR FUERA, MUESTRA ENJ PARCIAL, NO HAY PANALES","DESPEJADO","TRAPLINE",0,95,73
"1839_A","",14,8,1991,"SLM-ALDAMA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"0.750KG, MIEL Y POLEN, NO ZANG","DESPEJADO CON VIENTO","TRAPLINE",0,96,67
"1851_A","",27,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.700KG CON TARA, MUESTRA DE 15'S, KM 60, POCA MIEL Y POLEN, NO ZANG","MEDIO NUBLADO","TRAPLINE",0.18,95,71
"1851_B","",27,8,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.700KG CON TARA, MUESTRA DE 15'S, KM 60, POCA MIEL Y POLEN, NO ZANG","MEDIO NUBLADO","TRAPLINE",0.18,95,71
"1852","",29,8,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.750KG (CON TARA??), MUEST 15'S, KM 5.9, MIEL Y POLEN, NO ZANG","MEDIO NUBLADO","TRAPLINE",0,100,72
"1857","",29,8,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"2.500KG(CON TARA??), MUEST DE 15'S, ENJAMBRE MULTIPLE CON 2 REINAS, NO ZANG, ENJAMBRE POR FUERA Y POR DENTRO,(NO PANALES??)","DESPEJADO CON VIENTO","TRAPLINE",0,100,72
"1855_A","",29,8,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.850KG (CON TARA??), MUEST DE 15'S, KM 34.9, NO HAY PANALES","DESPEJADO CON VIENTO","TRAPLINE",0,100,72
"1855_B","",29,8,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.850KG (CON TARA??), MUEST DE 15'S, KM 34.9, NO HAY PANALES","DESPEJADO CON VIENTO","TRAPLINE",0,100,72
"1858","",17,9,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.100KG, HAY MIEL, NO POLEN NI ZANGANOS","NUBLADO","TRAPLINE",0,83,68
"1860","",17,9,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.700KG-TARA, POCA MIEL, NO POLEN NI ZANG","NUBLADO","TRAPLINE",0,83,68
"1861","",17,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.650KG, NO MIEL NI POLEN, 1 SOLO ZANG","NUBLADO","TRAPLINE",0,83,68
"1862","",18,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.050KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",1.22,91,68
"1863","",18,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.800KG, HAY MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",1.22,91,68
"1864","",18,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.800KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",1.22,91,68
"1867","",18,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.675KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",1.22,91,68
"1873","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.800KG, POCA MIEL Y POLEN, NO ZANG, HAY CELD ZANG, 4 COPA CELDAS DE REINA","DESPEJADO","TRAPLINE",0,89,66
"1875","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.450KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,89,66
"1876","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.850KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,89,66
"1878","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.800KG, POCA MIEL Y POLEN, NO ZANG","MEDIO NUBLADO","TRAPLINE",0,89,66
"1880","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.900KG, MIEL Y POLEN, NO ZANG, 1 COPACELDA DE REINA","MEDIO NUBLADO","TRAPLINE",0,89,66
"1881","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.650KG, POCA MIEL Y POLEN, NO ZANG","MEDIO NUBLADO","TRAPLINE",0,89,66
"1883","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.750KG, POCA MIEL Y POLEN, NO ZANG","NUBLADO","TRAPLINE",0,89,66
"1884","",19,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.750KG, POCA MIEL Y POLEN, NO ZANG","NUBLADO","TRAPLINE",0,89,66
"1887","",20,9,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"2.275KG, POCA MIEL Y POLEN, NO ZANG","NUBLADO CON FRIO","TRAPLINE",0,75,58
"1889","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.800KG, TIENE POLEN CUCARACHAS Y RATAS, NO ZANG","NUBLADO CON FRIO","TRAPLINE",0,87,64
"1892","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"2.050KG, POCA MIEL Y POLEN, NO ZANG","NUBLADO CON FRIO","TRAPLINE",0,87,64
"1893","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.550KG, POCO POLEN, NO ZANG, ENJ MUY PEQUENO","NUBLADO CON FRIO","TRAPLINE",0,87,64
"1894","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"1.21KG, POLEN Y MIEL, NO ZANG","NUBLADO","TRAPLINE",0,87,64
"1895","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"1.440KG, MIEL Y POLEN, NO ZANG","NUBLADO","TRAPLINE",0,87,64
"1896","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"1.410KG, MIEL Y POLEN, NO ZANG, TIENE PANALES CAIDOS","NUBLADO","TRAPLINE",0,87,64
"1908","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"1.200KG, MIEL Y POLEN, NO ZANG, ORIGINAL SAMPLE # 1902 BUT USED LAST MONTH; THIS ONE RENUMBERED, AC OK, F3 AND Q NEED TO BE RENUMBERED","NUBLADO CON VIENTO","TRAPLINE",0,87,64
"1890_A","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"2.370KG, POCA MIEL Y POLEN, NO ZANG","NUBLADO","TRAPLINE",0,87,64
"1890_B","",20,9,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"2.370KG, POCA MIEL Y POLEN, NO ZANG","NUBLADO","TRAPLINE",0,87,64
"1921","",15,10,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"2.550KG, ENJAMBRE PORFUERA, NO ZANG, 1PANAL PEQUENO","DESPEJADO","TRAPLINE",0,88,62
"1923","",15,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.650KG, MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,88,62
"1924","",15,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"1.250KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,88,62
"1926","",15,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"2.200KG, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,88,62
"1928","",15,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.800KG, POCO MIEL Y POLEN, QUEEN??","DESPEJADO","TRAPLINE",0,88,62
"1932","",16,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"1.950KG, MIEL Y POLEN, PRES DE ZANG, CELDILLA DE ZANG","DESPEJADO","TRAPLINE",0,88,63
"1934","",16,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.350KG, MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,88,63
"1936","",18,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.700KG, MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,84,61
"1938","",18,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"1.250KG, MUCHA MIEL Y POLEN","DESPEJADO","TRAPLINE",0,84,61
"1939","",18,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"1.350KG, MOCHO MIEL Y POLEN, QUEEN?","DESPEJADO","TRAPLINE",0,84,61
"1941","",18,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.600KG, POCO MIEL Y POLEN, PRES DE ZANG","DESPEJADO","TRAPLINE",0,84,61
"1942","",18,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"1.400KG, MUCHO MIEL Y POLEN, NO ZANG, QUEEN?","DESPEJADO","TRAPLINE",0,84,61
"1943","",18,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.650KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,84,61
"1944","",18,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.950KG, MIEL Y PLEN, NO ZANG","DESPEJADO","TRAPLINE",0,84,61
"1952","",22,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.500KG, POCA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,90,65
"1954","",22,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"1.150KG, MUCHO MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,90,65
"1956","",22,10,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR",NA,"0.750KG, MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,90,65
"1970","",23,10,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"0.425KG, POCA MIEL Y POLEN, PRES DE ZANG","DESPEJADO","TRAPLINE",0,91,67
"1971","",23,10,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"1.825KG, MUCHA MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,91,67
"1976","",23,10,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"0.450KG, POCA MIEL Y POLEN","DESPEJADO","TRAPLINE",0,91,67
"1977","",23,10,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"1.350KG, MUCHA MIEL Y POLEN, NO ZANG","DESPEJADO CON VIENTO","TRAPLINE",0,91,67
"1979","",23,10,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"1.750KG, MUCHO MIEL Y POLEN, NO ZANG, SITIO RETIRADO","DESPEJADO CON VIENTO","TRAPLINE",0,91,67
"1982","",23,10,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"1.500KG, MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,91,67
"1985","",23,10,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR",NA,"1.750KG, MUCHA MIEL Y POLEN","DESPEJADO","TRAPLINE",0,91,67
"1986","",19,11,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.600KG, POCO MIEL Y POLEN, PRES DE ZANG","DESPEJADO","TRAPLINE",0,86,64
"1987","",19,11,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.850KG, MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,86,64
"1988","",21,11,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.500KG, NO HAY MIEL, HAY POLEN, PRES DE ZANG","DESPEJADO","TRAPLINE",0,73,47
"7204","",21,11,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.400KG, NO PANALES","DESPEJADO","TRAPLINE",0,73,47
"7206","",21,11,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.900KG, MUCHO MIEL Y POLEN, NO ZANG","DESPEJADO","TRAPLINE",0,NA,44
"1868_A","",NA,NA,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,NA,NA,NA,34.31,87,64
"7218","",21,1,1992,"JUAM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"JHZM",NA,"NO HAY ZANGANOS POCO MIEL NO HAY POLEN PESO:.950KG. INCLUDES 250GR. TARE","DESPEJADO","TRAPLINE",0,71,42
"7207","",20,2,1992,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"NO HAY POLEN Y MIEL. NO SE CUCOUTRARON CAIDOS ZANGANOS 1.300KG. INCLUDING 250GR. TARE","NUBLADO","TRAPLINE",0,67,57
